,Stn_code,Location,State_Name,Temp_min,Temp_max,pH_min,pH_max,conduc_min,conduc_max,bod_min,bod_max,nitrate_min,nitrate_max,Fcoli_min,Fcoli_max,Tcoli_min,Tcoli_max,Tds_min,Tds_max,F_min,F_max,Ar_min,Ar_max
501,3343.0,"TUBE WELL NEAR INDUSTRIAL AREA UDYOG VIHAR , CHURAT,
REWA",MADHYA PRADESH,26.9,28,7.1,7.2,1375,1422,1,1.2,2,4.8,2,2,8,8,1286,1388,-,-,-,-
502,3854.0,"TUBE WELL WATER SAMPLE OF
SIDHI CITY",MADHYA PRADESH,24,28,7.0,7.1,988,1023,1,1,3.2,3.8,2,2,6,6,757,822,-,-,-,-
503,3337.0,"TUBE WELL/ HAND PUMP AT INDL AREA SEONI NEAR
BARAPATTHAR",MADHYA PRADESH,21.2,21.2,7.2,7.5,368,368,1,1,0.5,0.5,2,2,17,17,342,421,0.2,0.2,0.001,0.001
504,3335.0,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA RECHHAI, JABALPUR",MADHYA PRADESH,21.2,21.2,7.1,7.6,282,282,1,1,0.4,0.4,2,2,13,13,262,421,0.2,0.2,0.001,0.001
505,3336.0,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA, CHHINDWARA",MADHYA PRADESH,28,31,7.3,8.1,692,692,1,1,1.2,1.4,3,3,14,15,463,502,0.2,0.2,-,-
506,3332.0,"TUBE WELL/ HAND PUMP AT
INDUSTRIAL AREA, DEWAS",MADHYA PRADESH,22,30,7.4,7.8,2104,3050,1.4,2.2,4.9,4.98,-,-,-,-,1646,2170,-,-,-,-
507,3339.0,"TUBE WELL/ HAND PUMP NEAR MANGLIA INDUSTRIAL AREA ,
INDORE",MADHYA PRADESH,21,24,6.5,7.5,1359,1528,1,1,2.94,3.7,2,2,4,9,815,855,0.9,0.9,-,-
508,3345.0,"TUBEWELL AT INDL AREA,
ANUPPUR",MADHYA PRADESH,27.8,28,8.0,8.1,491,589,1,1,0.68,0.8,2,2,2,2,361,422,-,-,-,-
509,3344.0,"TUBEWELL AT INDL AREA, SHAHDOLU/G WATER SAMPLE FROM INDUSTRIAL AREA,NARSARHA,DISTT.
SHAHDOL(M.P.)",MADHYA PRADESH,28,28.5,8.0,8.1,488,611,1,1,0.7,0.82,2,2,2,2,385,438,-,-,-,-
510,2146.0,"WELL AT BHAGATPURI VILLAGE,
NAGDA",MADHYA PRADESH,-,-,7.2,7.4,5294,5388,1,1.4,9.2,12.6,-,-,-,-,4232,4300,-,-,-,-
511,2149.0,"WELL AT CULVERT ON A.B.
ROAD, MAKSI",MADHYA PRADESH,24,24,7.3,7.3,1861,1861,1.2,1.2,8.2,8.2,-,-,-,-,1302,1302,-,-,-,-
512,2148.0,"WELL AT DOSIGAON, RATLAM",MADHYA PRADESH,-,-,7.6,7.9,2150,3292,1.2,1.8,4,6.82,2,2,22,22,1640,2306,0.2,0.2,-,-
513,2153.0,"WELL AT IBRAHIMGANJ NEAR
BUS STAND, BHOPAL",MADHYA PRADESH,27,27,7.4,7.8,798,835,1,1.1,9.75,10.1,48,48,230,230,586,632,0.2,0.2,-,-
514,2143.0,"WELL AT KATHODA, JABALPUR",MADHYA PRADESH,21,21,7.4,7.7,412,611,1,1,0.8,0.8,2,2,11,11,342,574,0.2,0.2,0.001,0.001
515,2144.0,"WELL AT MADAI GRAM,
JABALPUR",MADHYA PRADESH,22.3,22.3,7.4,7.5,428,428,1,1,0.3,0.6,2,2,14,14,384,410,0.2,0.2,0.001,0.001
516,2145.0,"WELL AT MEHATWAS, NAGDA",MADHYA PRADESH,26,26,7.5,7.5,1618,1767,1.2,1.8,4.48,4.93,-,-,-,-,1310,1360,-,-,-,-
517,2154.0,"WELL AT NEAR PRIMARY
SCHOOL, PILUKHEDI, RAJGARH.",MADHYA PRADESH,24,27,7.1,7.9,370,850,2.1,2.1,0.6,0.64,2,2,29,29,196,546,-,-,-,-
518,2147.0,"WELL AT PRATAL NAGAR, DEWAS",MADHYA PRADESH,25,25,7.2,7.5,2918,3440,1.2,1.2,4.1,8.2,-,-,-,-,2040,2420,-,-,-,-
519,2152.0,"WELL AT TRENCHING GROUND
IN THE PREMISES OF M/S LAKHANI FOOT WEAR, INDORE",MADHYA PRADESH,20,23,7.4,7.6,2044,2640,1,1,3.06,6,2,2,6,8,1266,1610,0.7,0.8,-,-
520,2151.0,"WELL AT TRENCHING GROUND IN THE PREMISES OF M/S RISHABH MASALA UDYOG,
INDORE",MADHYA PRADESH,20,23,7.5,7.8,2597,2936,1,2.6,2.7,3.26,2,2,6,12,1636,1820,0.8,1,-,-
521,2150.0,"WELL AT TRENCHING GROUND,
NEAR GARDEN, DEV GURADIYA ROAD, INDORE",MADHYA PRADESH,20,23,7.5,7.7,923,1666,1,1,1.71,2.8,2,2,4,4,674,1045,0.6,0.8,-,-
522,52.0,"WELL, SHRI RAO PRAJAPATI WELL , M. P.(T/W OF HANIF KHAN S/O JABBAR KHAN, AMRAWATI ROAD, BURHANPUR
)",MADHYA PRADESH,22,22,7.8,7.8,1555,1555,1,1,3.17,3.17,2,2,6,6,933,933,0.8,0.8,-,-
523,2002.0,"ANJANGAON,AKOT, AKOLA",MAHARASHTRA,25,27,7.9,8.0,656,1093,3.2,5.2,0.44,0.5,8,8,140,140,535,1060,0.2,0.3,0.001,0.001
524,1990.0,"BMW SITE, BURUDGAON,
AHMEDNAGAR",MAHARASHTRA,22,23,7.1,7.3,955,2296,5,5.4,2.59,12.8,6,6,58,58,755,1754,0.2,0.2,0.001,0.001
525,2821.0,"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY SHRI DIGAMBAR JOSHI,
DAHEGAON, NORTH SOLAPUR",MAHARASHTRA,20,26,7.4,7.9,1294,5783,4.8,4.8,9.5,10.3,30,50,275,550,1088,5462,0.2,0.2,-,-
526,2817.0,"BORE WELL AT CHITALI NEAR WAGH VASTHI, RAHATA,
AHMADNAGAR",MAHARASHTRA,22,22,7.4,7.5,769,990,2.8,4.2,1.06,12,6,6,63,63,610,786,0.2,0.2,0.001,0.001
527,2200.0,"BORE WELL AT KATPUR, NEAR
Z.P SCHOOL, KATPUR, PAITHAN,
AURANGABAD",MAHARASHTRA,-,-,7.3,7.3,1395,1395,3.2,3.2,1.75,1.75,-,-,-,-,1024,1024,1,1,-,-
528,2818.0,"BORE WELL AT M/S SPECTRON ETHERS SIDDESHWAR MAHADEV MANDIR, RASEGAON, DINDORI,
NASHIK",MAHARASHTRA,21,21,7.1,7.1,999,999,3,3,6.5,6.5,22,22,100,100,782,782,0.2,0.2,-,-
529,2830.0,"BORE WELL AT MIDC GOKUL- SHIRGAON, KARVIR, KOLHAPUR",MAHARASHTRA,28,28,7.4,8.0,593,970,1.8,2,1.2,9.14,-,-,-,-,396,712,0.2,0.3,0.001,0.001
530,2829.0,"BORE WELL AT MIDC SHIROLI
NEAR M/S PRATIBHA",MAHARASHTRA,28,28,7.5,8.0,747,2084,2.2,2.4,0.8,5.13,-,-,-,-,486,1454,0.2,0.5,0.001,0.001
531,,"ENTERPRISES, HATKANANGALE,
KOLHAPUR",,,,,,,,,,,,,,,,,,,,,
532,2823.0,"BORE WELL AT SHETE VASTI NEAR OLD TULJAPUR ROAD,
TULJAPUR NAKA, SOLAPUR",MAHARASHTRA,22,26,7.6,7.9,1290,4536,4.6,5,9.46,10.5,35,120,350,900,1082,3740,0.2,0.2,-,-
533,2825.0,"BORE WELL AT WAHEGAON NEAR ZILLA PARISHAD SCHOOL, WAHEGAON,PAITHAN,
AURANGABAD",MAHARASHTRA,29,29,7.3,7.8,1989,3486,2.4,2.6,0.3,5.45,-,-,-,-,1438,2540,0.4,0.9,-,-
534,2822.0,"BORE WELL NEAR CHINCHOLI,
MOHOL, SOLAPUR",MAHARASHTRA,22,27,7.6,7.8,1305,1411,3.6,5.2,9.51,9.7,7,40,45,425,1096,1242,0.2,0.2,-,-
535,1998.0,"BRHAMNI, KALMESHWAR,
NAGPUR",MAHARASHTRA,-,-,8.0,8.0,748,748,4,4,0.3,0.3,17,17,120,120,599,599,0.2,0.2,0.001,0.001
536,1999.0,"CHANGERA, GONDIA",MAHARASHTRA,-,-,8.2,8.2,913,913,3,3,-,-,14,14,140,140,738,738,-,-,-,-
537,2204.0,"DUG WELL AT GUNJALWADI, SANGAMNER NEAR PRIMARY HEALTH CARE CENTER,
AHMEDNAGAR",MAHARASHTRA,21,22,7.1,7.6,368,1410,3.2,4,0.3,14,4,4,49,49,228,1105,0.2,0.2,0.001,0.001
538,2201.0,"DUG WELL AT RANJANGAON,
GANAGAPUR, AURANGABAD",MAHARASHTRA,29,29,7.9,7.9,1915,1915,2.6,2.6,0.3,0.3,-,-,-,-,1412,1412,0.7,0.7,-,-
539,2831.0,"DUG WELL AT SAKHARALI NEAR MIDC ISLAMPUR NEAR KRISHNA MILK INDUSTRY, WALWA,
SANGALI",MAHARASHTRA,24,24,7.4,7.4,1046,1046,2.6,2.6,4.86,4.86,4,4,11,11,714,714,0.2,0.2,0.001,0.001
540,2828.0,"DUG WELL NEAR JILLA PARISHAD
PRIMARY SCHOOL, VISAPUR, BALLARPUR, CHANDRAPUR",MAHARASHTRA,42,42,7.6,8.7,692,930,3.2,5,0.3,1,2,17,2,210,580,844,0.3,0.3,-,-
541,2826.0,"DUG WELL NEAR RAILWAY
STATION, COTTON MARKET, WARDHA",MAHARASHTRA,17,21,7.8,8.0,692,791,2.7,3.6,0.3,2.6,2,11,2,140,595,639,0.2,0.3,-,-
542,2832.0,"DUG WELL NO-1 AT BRAHMANWADI ANJANWEL
OWNED BY SHRI VAIDYA, GUHAGAR, RATNAGIRI",MAHARASHTRA,25,27,6.1,7.6,80,94,1.8,1.8,0.4,0.4,4,4,11,14,48,89,0.2,0.5,-,-
543,2833.0,"DUG WELL NO-1 AT GROUP
GRAM PANCHAYAT AT",MAHARASHTRA,25,29,6.2,7.2,205,476,1.6,1.8,0.3,0.8,4,6,11,21,146,336,0.2,0.4,0.001,0.001
544,,"ARKETWADI NEAR MASJID,
KHED, RATNAGIRI",,,,,,,,,,,,,,,,,,,,,
545,2834.0,"DUG WELL NO-2 AT ARKETWADI,
KHED, RATNAGIRI",MAHARASHTRA,25,29,6.0,7.5,138,829,1.8,2.8,0.3,0.5,5,5,13,17,94,581,0.2,0.4,0.001,0.001
546,2835.0,"DUG WELL NO-2 OWNED BY GROUP GRAM PANCHAYAT BRAHMANWADI, ANJANWEL,
GUHAGAR, RATNAGIRI",MAHARASHTRA,25,27,6.0,7.2,82,484,1.6,1.8,0.7,2.07,4,5,13,17,52,344,0.2,0.3,0.001,0.001
547,2816.0,"DUG WELL OF MR.SAMPAT WALUNJ NEAR M/S MAHAJEET CLAYTON, SHINDE VILLAGE,
NASHIK",MAHARASHTRA,21,21,7.3,7.3,1510,1510,4.2,4.2,7,7,22,22,120,120,1189,1189,0.2,0.2,-,-
548,2819.0,"DUG WELL OWNED BY SHRI DESHMUKH, MALEGAON,
BARAMATI, PUNE",MAHARASHTRA,27.5,29,7.5,7.8,3584,4076,5.4,8.2,10.6,11.11,25,30,275,900,3420,3496,0.2,0.3,-,-
549,2820.0,"DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR,
SANASWADI, SHIRUR, PUNE",MAHARASHTRA,23,26,7.8,8.1,262,1295,5,5.2,0.6,10.36,6,25,85,900,244,1088,0.2,0.2,-,-
550,1987.0,"GOKHIWARE,VASAI, THANE",MAHARASHTRA,28,38,7.1,7.7,520,9924,3.2,4.2,0.6,3.09,5,13,43,63,470,893,0.4,0.6,0.001,0.001
551,2203.0,"HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARY
SCHOOL, BHUGAON, WARDHA",MAHARASHTRA,17,20,7.6,8.0,760,1368,3,3.2,0.3,3.2,2,21,2,150,640,1129,0.2,0.3,0.001,0.001
552,1985.0,"KASHIMIRA,BHAYANDER, THANE",MAHARASHTRA,28,38,7.6,7.9,1019,2672,3.6,4,0.6,1.6,17,26,63,280,910,2405,0.6,1.7,0.001,0.001
553,2005.0,"KHANJIRENAGAR,
HATKANANGALE, KOLHAPUR",MAHARASHTRA,28,28,7.4,8.2,980,2106,1.8,2.4,0.7,4.47,-,-,-,-,640,1480,0.2,0.4,0.001,0.001
554,1995.0,"KHAPERKHEDA,
SAONER,NAGPUR",MAHARASHTRA,24,24,8.0,8.1,715,735,3,6.5,0.3,2.8,2,4,2,70,586,605,0.2,2.1,0.001,0.001
555,1996.0,"KORADI, KAMPTEE,NAGPUR",MAHARASHTRA,-,-,8.0,8.0,714,714,3.8,3.8,0.3,0.3,12,12,94,94,571,571,0.2,0.2,0.001,0.001
556,2006.0,"MIDC, SHINOLI, CHANDGAD,
KOLHAPUR",MAHARASHTRA,28,28,7.3,8.1,620,2048,1.8,2.2,1.1,4.33,-,-,-,-,402,1336,0.2,0.4,0.001,0.001
557,1989.0,"MSW SITE,
KARAWALA,TALOJA,PANVEL, RAIGAD",MAHARASHTRA,28,29,7.9,8.0,74,124,3.4,3.6,0.3,0.44,11,17,63,70,66,112,0.2,0.2,0.001,0.001
558,1992.0,"MSW SITE, MOSHI,PIMPRI-
CHINCHWAD, HAWELI,PUNE",MAHARASHTRA,25,27,7.3,7.7,152,948,5.4,5.4,0.3,8.95,11,15,80,900,136,796,0.2,0.2,-,-
559,1991.0,"MSW SITE, PATHARDI, NASIK",MAHARASHTRA,21,21,6.9,6.9,970,970,5,5,2.7,2.7,26,26,150,150,761,761,0.2,0.2,-,-
560,2004.0,"PARVATI INDL. ESTATE, YADRAV,
SHIROL, KOLHAPUR",MAHARASHTRA,28,28,7.4,8.0,982,2192,1.8,1.8,1.4,9.14,-,-,-,-,684,1440,0.2,0.6,0.001,0.001
561,1993.0,"PHANDARPUR, GANGAPUR,
AURANGABAD",MAHARASHTRA,-,-,7.3,7.3,1745,1745,3.4,3.4,3.75,3.75,-,-,-,-,1238,1238,1.1,1.1,-,-
562,1997.0,"RAIPUR,HINGNA NAGPUR",MAHARASHTRA,16,16,8.0,8.0,826,826,3.6,3.6,0.3,0.3,20,20,220,220,668,668,0.2,0.2,-,-
563,2008.0,"RASULWADI-SAMBARWADI,
MIRAJSANGLI",MAHARASHTRA,23,23,6.2,6.2,4448,4448,1.8,1.8,13.59,13.59,6,6,24,24,3036,3036,0.2,0.2,-,-
564,2007.0,"SAVALI, MIRAJ, SANGLI",MAHARASHTRA,23,23,7.1,7.1,4363,4363,1.8,1.8,13.59,13.59,6,6,17,17,3872,3872,0.2,0.2,-,-
565,2003.0,"SAWARGAON, YAVATMAL",MAHARASHTRA,33,33,8.0,8.3,634,756,4,4.4,0.44,1.2,2,21,2,170,589,616,0.3,0.3,-,-
566,1994.0,"TPS-DURGAPUR, CHANDRAPUR",MAHARASHTRA,32,32,7.7,8.6,635,740,4.5,4.5,1.2,1.2,2,14,2,170,528,603,0.4,0.4,-,-
567,1921.0,GROUND WATER NEAR HEIROK,MANIPUR,24,24,6.8,6.8,742,742,-,-,-,-,-,-,-,-,405,405,-,-,-,-
568,2885.0,HAND PUMP AT SAITON,MANIPUR,25,25,6.8,6.8,121,121,-,-,-,-,-,-,-,-,120,120,-,-,-,-
569,2881.0,HAND PUMP AT TAKHEL,MANIPUR,24,24,6.9,6.9,609,609,-,-,-,-,-,-,-,-,291,291,-,-,-,-
570,1920.0,KAKCHING,MANIPUR,23,23,6.4,6.4,705,705,-,-,-,-,-,-,-,-,406,406,-,-,-,-
571,1922.0,LAMKA,MANIPUR,25,25,6.9,6.9,493,493,-,-,-,-,-,-,-,-,250,250,-,-,-,-
572,1923.0,MOREH,MANIPUR,26,26,6.8,6.8,672,672,-,-,-,-,-,-,-,-,374,374,-,-,-,-
573,1924.0,PALLEL,MANIPUR,27,27,7.2,7.2,582,582,-,-,-,-,-,-,-,-,345,345,-,-,-,-
574,4323.0,"BOREWELL AT GOOD SHAPHARD
PARISH IN LADRYMBAI",MEGHALAYA,17,17.1,6.7,6.8,186,202,1.3,1.6,0.5,0.63,2,2,2,2,128,139,0.2,0.2,0.001,0.001
575,4324.0,BOREWELL AT KHLIEHWAH SHASEM - A IN KHLIEHRIAT,MEGHALAYA,17.1,18,5.0,5.5,105,157,1.4,1.7,0.3,0.35,2,2,2,2,72,108,0.2,0.2,0.001,0.001
576,4325.0,"BOREWELL AT KHLIEHWAH
SHASEM - B IN KHLIEHRIAT",MEGHALAYA,17,17.4,5.6,5.9,85,90,1,1.1,0.5,0.6,2,2,2,2,59,62,0.2,0.2,0.001,0.001
577,4904.0,"DEEP TUBE WELL AT DONGKAMON NONGMENSONG,
SHILLONG",MEGHALAYA,19,22,6.5,7.1,87,97,1.4,1.5,8.8,9.2,2,2,17,21,60,77,0.2,0.2,0.001,0.001
578,4906.0,"DEEP TUBE WELL AT LABAN LAST STOP, SHILLONG",MEGHALAYA,21,22,5.4,5.9,59,63,1.2,1.6,0.3,0.3,2,2,2,9,41,43,0.2,0.2,0.001,0.001
579,4905.0,"DUG WELL AT FOREST COLONY,
POLO, SHILLONG",MEGHALAYA,21,22,6.5,6.7,138,155,1.5,1.8,4.3,4.6,2,22,84,140,95,108,0.2,0.2,0.001,0.001
580,1636.0,"INDUSTRIAL ESTATE, BYRNIHAT
(NARBONG WELL - SPRING)",MEGHALAYA,15,19,6.5,6.6,155,162,1.8,2,0.58,0.6,2,2,12,1100,108,114,0.2,0.2,0.001,0.001
581,3386.0,JAKREM HOT SPRING AT JAKREM,MEGHALAYA,43,44,9.1,9.3,305,322,1,1.6,0.7,0.77,2,2,2,2,210,219,0.2,0.2,0.001,0.001
582,1635.0,"MAWLAI, SHILLONG
(MAWPDANG SPRING)",MEGHALAYA,21,23,5.5,6.5,259,285,1.5,1.7,10.5,11.2,2,2,2,2,179,197,0.2,0.2,-,-
583,3385.0,MAWTHADRISHAN WELL AT MARKASA,MEGHALAYA,17,20.1,6.5,6.8,51,55,1.3,1.5,0.3,0.3,2,2,4,11,35,37,0.2,0.2,0.001,0.001
584,1634.0,"POLICE BAZAR, SHILLONG (POLICE BAZAAR SPRING)",MEGHALAYA,21,22,5.7,6.6,235,249,1.2,1.5,6,7.1,2,4,21,49,162,172,0.2,0.2,0.001,0.001
585,1638.0,"SHANGPUNG (UMSAHEP
SPRING)",MEGHALAYA,14,18,5.5,5.7,118,164,1,1.4,6.1,6.4,2,2,2,2,81,113,0.2,0.2,0.001,0.001
586,1637.0,"SOHRA, CHERRAPUNJEE (WAH U
DKHAR - SPRING)",MEGHALAYA,15,20,5.4,5.7,105,115,1.1,1.7,3.5,4.9,2,2,2,2,72,79,0.2,0.2,0.001,0.001
587,3758.0,"BETHEL VENG HAND PUMP, CHAMPHAI",MIZORAM,23,24,6.5,6.9,316,557,1,1,-,-,-,-,-,-,-,-,-,-,-,-
588,3732.0,"CHALTLANG HAND PUMP, NEAR
REMI TYRE WORKS",MIZORAM,23,25,5.8,6.0,426,438,-,-,-,-,-,-,-,-,-,-,-,-,-,-
589,3742.0,"CHANMARI HAND PUMP,
LAWNGTLAI",MIZORAM,23,23,6.1,6.9,141,194,-,-,-,-,-,-,-,-,-,-,-,-,-,-
590,3745.0,"CHHOCHHOPA TUIKHUR, SAIHA",MIZORAM,19,20,6.2,7.2,203,249,-,-,-,-,-,-,-,-,-,-,-,-,-,-
591,4124.0,"ELECTRIC VENG TUIKHUR,
LUNGKEI (SPRING)",MIZORAM,18,25,6.7,6.8,247,447,1,1,-,-,2,2,2,2,-,-,-,-,-,-
592,4128.0,"HAND PUMP, NEW SAIHA BAZAR",MIZORAM,21,21,7.2,7.2,152,152,1.7,1.7,-,-,-,-,-,-,-,-,-,-,-,-
593,3753.0,"HMAR VENG TUIKHUR, KOLASIB",MIZORAM,25,26,7.2,7.8,535,610,-,-,-,-,-,-,-,-,-,-,-,-,-,-
594,3741.0,"KHURPUI TUIKHUR, LAWNGTLAI",MIZORAM,17,18,6.7,7.9,239,301,-,-,-,-,-,-,-,-,-,-,-,-,-,-
595,4127.0,"KHURPUI TUIKHUR, NEW
COLONY, SAIHA (SPRING)",MIZORAM,19,22,5.7,6.3,217,357,-,-,-,-,-,-,-,-,-,-,-,-,-,-
596,3728.0,"KHURPUI TUIKHUR, S HLIMEN",MIZORAM,25,25,6.4,6.6,233,260,1.2,1.2,-,-,-,-,-,-,-,-,-,-,-,-
597,3725.0,"LUNGLI TUIKHUR, REPUBLIC
VENG",MIZORAM,18,23,6.1,7.1,276,394,1,1.3,-,-,-,-,-,-,-,-,-,-,-,-
598,2055.0,"MISSION VENGTHLANG
(SOUTHERN PART)",MIZORAM,18,26,6.1,7.1,327,601,1,1,-,-,-,-,-,-,-,-,-,-,-,-
599,4133.0,"NGHARPET VENG TUIKHUR,
LUNGSIR, MAMIT (SPRING)",MIZORAM,19,28,6.5,7.2,128,266,1,1.3,-,-,-,-,-,-,-,-,-,-,-,-
600,4126.0,"PAWHHAWN TUIKHUR, NR GM HSS, VENGSANG, CHAMPHAI
(SPRING)",MIZORAM,11,19,5.9,7.8,165,297,1,1,-,-,-,-,-,-,-,-,-,-,-,-
601,3748.0,"PROJECT VENG HAND
PUMP,SERCHHIP",MIZORAM,20,23,5.5,7.1,84,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-
602,2054.0,RAMHLUM (NORTHERN PART),MIZORAM,19,25,6.2,6.9,401,536,1,1.5,-,-,-,-,-,-,-,-,-,-,-,-
603,3726.0,"RAMHLUN S TUIKHUR, NEAR
COMMUNITY HALL",MIZORAM,19,26,6.2,6.8,422,527,1.1,1.7,-,-,-,-,-,-,-,-,-,-,-,-
604,3733.0,S HLIMEN HAND PUMP,MIZORAM,23,25,6.5,7.1,227,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-
605,3738.0,"SAP TUIKHUR, SERKAWN
NEARBY",MIZORAM,17,18,6.7,7.3,69,124,-,-,-,-,-,-,-,-,-,-,-,-,-,-
606,3730.0,SELESIH HAND PUMP,MIZORAM,23,25,6.4,7.4,81,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-
607,3731.0,TUIKUAL HAND PUMP,MIZORAM,22,22,6.4,6.4,555,555,-,-,-,-,-,-,-,-,-,-,-,-,-,-
608,3727.0,"TUITHANG VENG, TUIKHUR",MIZORAM,18,22,7.0,7.5,233,491,1.2,1.9,-,-,-,-,-,-,-,-,-,-,-,-
609,4129.0,"TUIVAMIT TUIKHUR, AOC VENG, LAWNGTLAI (SPRING)",MIZORAM,19,21,7.0,7.6,119,159,-,-,-,-,-,-,-,-,-,-,-,-,-,-
610,3737.0,"VAITUI TUIKHUR,THEIRIAT, LUNGLEI",MIZORAM,18,21,6.3,7.3,139,453,-,-,-,-,-,-,-,-,-,-,-,-,-,-
611,3739.0,"ZOBAWK VENG HAND PUMP, LUNGLEI",MIZORAM,18,21,7.0,7.0,287,298,-,-,-,-,-,-,-,-,-,-,-,-,-,-
612,2899.0,"BOREWELL AT DHANSIRIPAR, DHANSIRIPAR DIVISION,
DIMAPUR",NAGALAND,26.6,28.5,7.0,7.5,239,252,-,-,0.8,0.8,-,-,-,-,125,126,0.2,0.2,0.001,0.001
613,2897.0,"BOREWELL AT KAMDI BAZAR,
PEREN",NAGALAND,17.8,29,6.5,6.5,237,243,-,-,0.9,1,-,-,-,-,125,142,0.2,0.2,0.001,0.001
614,2896.0,BOREWELL AT KOHIMA VILLAGE IN KOHIMA,NAGALAND,17.8,22.3,6.0,6.6,669,788,-,-,1.1,2.1,-,-,-,-,73,169,0.2,0.2,0.001,0.001
615,2905.0,"BOREWELL AT SIGNAL POINT,
DIMAPUR",NAGALAND,24,32.1,6.4,7.1,232,234,-,-,1.1,1.8,-,-,-,-,116,200,0.2,0.2,0.001,0.001
616,2902.0,"BOREWELL AT THAHEKHU VILLAGE, DIMAPUR",NAGALAND,23.7,31.6,7.3,7.8,369,434,-,-,1,2.6,-,-,-,-,180,188,0.2,0.2,0.001,0.001
617,2898.0,"OPENWELL AT DOYAPUR
DHANSIRIPAR DIVISION, DIMAPUR",NAGALAND,25.3,29,2.0,5.2,168,184,-,-,1.9,3.3,-,-,-,-,80,88,0.2,0.2,0.001,0.001
618,2901.0,"OPENWELL AT LUNGWIRAM
VILLAGE, DIMAPUR",NAGALAND,27.3,31.6,6.0,6.5,186,313,-,-,1,2.5,-,-,-,-,103,155,0.2,0.2,0.001,0.001
619,2904.0,"OPENWELL AT NAGA CEMETERY,
DIMAPUR",NAGALAND,25.2,32.7,6.0,7.0,736,920,-,-,2,28,-,-,-,-,360,460,0.2,0.2,0.001,0.001
620,2903.0,"OPENWELL AT SIGNAL ANGAMI
VILLAGE, DIMAPUR",NAGALAND,26.8,31.3,6.5,7.5,726,1349,-,-,1.3,1.8,-,-,-,-,93,410,0.2,0.2,0.001,0.001
621,2900.0,"OPENWELL AT TOULAZOUMA
VILLAGE, DIMAPUR",NAGALAND,25.9,28.7,5.5,6.0,201,207,-,-,1.6,2,-,-,-,-,110,117,0.2,0.2,0.001,0.001
622,3971.0,ANGUL TOWNSHIP,ODISHA,23,24,7.1,7.2,731,1178,1,1,0.8,31.7,2,2,2,2,-,-,0.2,0.3,-,-
623,4895.0,"BADACHINDRI, KORAPUT",ODISHA,19,23,6.5,7.4,242,704,1,1,0.3,0.7,2,2,2,2,-,-,0.2,0.2,-,-
624,3982.0,"BADAMANI INDUSTRIAL ESTATE,
JHARSUGUDA",ODISHA,29,29,6.3,7.0,113,174,1,1,0.5,2.1,2,2,2,2,-,-,0.2,0.7,-,-
625,1647.0,"BADAMBARI AREA, CUTTACK",ODISHA,25,26,6.9,6.9,305,456,1,1,0.3,1.1,2,2,2,2,-,-,0.2,0.4,-,-
626,3988.0,"BADAPADIA MARKET COMPLEX,
PARADEEP",ODISHA,31,32.8,8.4,8.5,882,1679,1,1,0.3,1,2,2,2,2,-,-,1.2,1.3,-,-
627,4870.0,"BALDA BLOCK IRON ORE MINES OF M/S SIRAJUDDIN & CO. (NEAR TIME OFFICE INSIDE THE
MINE LEASEHOLD AREA)",ODISHA,22,23,6.2,6.5,96,104,1,1,1,1.1,2,2,2,2,-,-,0.2,0.2,-,-
628,3978.0,"BANARPAL, TALCHER",ODISHA,23,24,7.0,7.2,946,1202,1,1,1.2,13.1,2,2,2,2,-,-,0.3,0.4,-,-
629,3987.0,"BELPAHAR AREA, JHARSUGUDA",ODISHA,27,28,5.2,6.6,238,309,1,1,0.3,11.3,2,2,2,2,-,-,0.2,1.1,-,-
630,1646.0,"BIDANASHI - TULASIPUR AREA, CUTTACK",ODISHA,26,26,6.8,7.1,157,282,1,1,0.6,1.1,2,2,2,2,-,-,0.2,0.2,-,-
631,3984.0,"BRAJARAJ NAGAR MINING BELT,
JHARSUGUDA",ODISHA,28,29,5.3,7.1,101,198,1,1.1,0.7,0.8,2,2,2,2,-,-,0.3,0.7,-,-
632,3983.0,"BUDHIPADAR, JHARSUGUDA",ODISHA,28,29,6.5,6.8,180,181,1,1.1,0.4,9.5,2,2,2,2,-,-,0.2,1.3,-,-
633,3981.0,"BURKHAMUNDA, JHARSUGUDA",ODISHA,29,29,7.2,8.3,163,198,1,1,0.5,3.9,2,2,2,2,-,-,0.3,1.2,-,-
634,1650.0,"CAPITAL HOSPITAL AREA,
BHUBANESWAR",ODISHA,27,29,5.7,6.2,207,210,1,1,0.7,1.2,2,2,2,2,-,-,0.2,0.3,-,-
635,3994.0,"CHAKULIA, BALASORE",ODISHA,25,26,6.6,6.8,359,424,1,1,1.3,2,2,490,2,2200,-,-,0.2,0.8,-,-
636,4875.0,COLLECTOR OFFICE PREMISES,ODISHA,24,25,7.3,7.5,344,375,1,1,0.3,0.6,2,2,2,2,-,-,0.3,0.8,-,-
